Id,Category
812,0
813,0
814,1
815,0
816,1
817,1
818,0
819,1
820,1
821,0
822,0
823,1
824,0
825,1
826,1
827,1
828,1
829,1
830,0
831,1
832,0
833,1
834,0
835,1
836,0
837,1
838,1
839,0
840,0
841,0
842,0
843,1
844,1
845,1
846,1
847,1
848,1
849,0
850,0
851,0
852,1
853,0
854,1
855,0
856,1
857,0
858,0
859,1
860,1
861,1
862,1
863,1
864,1
865,1
866,0
867,0
868,0
869,1
870,0
871,1
872,0
873,0
874,1
875,0
876,1
877,1
878,1
879,0
880,0
881,0
882,0
883,0
884,0
885,1
886,0
887,0
888,1
889,0
890,1
891,0
892,0
893,0
894,1
895,0
896,0
897,1
898,1
899,0
900,0
901,1
902,1
903,0
904,0
905,0
906,1
907,0
908,1
909,1
910,0
911,1
912,1
913,1
914,0
915,0
916,1
917,1
918,1
919,1
920,1
921,1
922,0
923,1
924,1
925,0
926,0
927,1
928,0
929,1
930,0
931,1
932,1
933,1
934,0
935,0
936,0
937,1
938,1
939,1
940,1
941,1
942,1
943,0
944,1
945,1
946,1
947,1
948,0
949,1
950,1
951,1
952,1
953,1
954,0
955,0
956,0
957,0
958,0
959,0
960,0
961,1
962,1
963,1
964,0
965,0
966,1
967,0
968,0
969,0
970,0
971,1
972,0
973,1
974,0
975,1
976,1
977,0
978,1
979,0
980,0
981,0
982,1
983,1
984,1
985,1
986,1
987,1
988,1
989,0
990,0
991,1
992,1
993,0
994,0
995,1
996,1
997,0
998,1
999,1
1000,0
1001,0
1002,0
1003,1
1004,1
1005,1
1006,0
1007,0
1008,1
1009,0
1010,0
1011,1
1012,1
1013,0
1014,1
1015,1
1016,0
1017,0
1018,0
1019,0
1020,1
1021,1
1022,1
1023,1
1024,1
1025,0
1026,1
1027,0
1028,1
1029,1
1030,1
1031,1
1032,0
1033,0
1034,1
1035,1
1036,0
1037,1
1038,0
1039,1
1040,1
1041,0
1042,0
1043,1
1044,0
1045,0
1046,1
1047,0
1048,0
1049,0
1050,0
1051,1
1052,0
1053,0
1054,0
1055,0
1056,0
1057,1
1058,0
1059,1
1060,1
1061,0
1062,1
1063,0
1064,0
1065,0
1066,1
1067,1
1068,1
1069,0
1070,1
1071,1
1072,0
1073,1
1074,0
1075,0
1076,1
1077,0
1078,1
1079,1
1080,0
1081,1
1082,0
1083,1
1084,1
1085,1
1086,0
1087,0
1088,0
1089,1
1090,1
1091,1
1092,1
1093,0
1094,1
1095,1
1096,1
1097,1
1098,1
1099,0
1100,1
1101,1
1102,1
1103,1
1104,1
1105,0
1106,0
1107,0
1108,0
1109,1
1110,0
1111,1
1112,1
1113,1
1114,0
1115,1
1116,0
1117,0
1118,0
1119,1
1120,0
1121,0
1122,1
1123,1
1124,0
1125,0
1126,0
1127,0
1128,1
1129,0
1130,1
1131,1
1132,0
1133,1
1134,0
1135,1
1136,1
1137,1
1138,1
1139,0
1140,0
1141,0
1142,1
1143,0
1144,0
1145,1
1146,0
1147,0
1148,0
1149,0
1150,1
1151,0
1152,1
1153,0
1154,1
1155,0
1156,1
1157,0
1158,0
1159,0
1160,1
1161,1
1162,0
1163,0
1164,0
1165,1
1166,0
1167,1
1168,1
1169,0
1170,1
1171,1
1172,1
1173,0
1174,0
1175,0
1176,1
1177,0
1178,0
1179,0
1180,1
1181,0
1182,0
1183,1
1184,0
1185,0
1186,0
1187,0
1188,1
1189,1
1190,0
1191,1
1192,1
1193,1
1194,0
1195,0
1196,1
1197,0
1198,0
1199,0
1200,0
1201,0
1202,1
1203,0
1204,1
1205,1
1206,1
1207,1
1208,0
1209,1
1210,0
1211,1
1212,1
1213,0
1214,1
1215,1
1216,1
1217,1
1218,0
1219,0
1220,0
1221,0
1222,0
1223,0
1224,1
1225,0
1226,1
1227,1
1228,1
1229,1
1230,0
1231,0
1232,0
1233,0
1234,1
1235,0
1236,0
1237,0
1238,0
1239,1
1240,1
1241,1
1242,1
1243,1
1244,0
1245,0
1246,1
1247,1
1248,0
1249,1
1250,1
1251,0
1252,1
1253,1
1254,1
1255,0
1256,1
1257,1
1258,1
1259,0
1260,0
1261,0
1262,0
1263,1
1264,0
1265,1
1266,1
1267,0
1268,0
1269,1
1270,0
1271,1
1272,0
1273,0
1274,0
1275,1
1276,0
1277,1
1278,0
1279,0
1280,0
1281,0
1282,0
1283,1
1284,1
1285,0
1286,0
1287,1
1288,1
1289,1
1290,0
1291,1
1292,1
1293,0
1294,1
1295,1
1296,1
1297,0
1298,1
1299,0
1300,0
1301,1
1302,1
1303,1
1304,0
1305,1
1306,1
1307,0
1308,0
1309,0
1310,0
1311,1
1312,1
1313,1
1314,1
1315,1
1316,0
1317,1
1318,0
1319,1
1320,0
1321,0
1322,1
1323,0
1324,1
1325,0
1326,1
1327,0
1328,0
1329,1
1330,1
1331,1
1332,1
1333,1
1334,1
1335,1
1336,1
1337,1
1338,1
1339,0
1340,1
1341,0
1342,1
1343,1
1344,0
1345,0
1346,1
1347,0
1348,1
1349,0
1350,0
1351,1
1352,1
1353,1
1354,0
1355,0
1356,0
1357,1
1358,1
1359,1
1360,0
1361,0
1362,0
1363,1
1364,1
1365,0
1366,0
1367,0
1368,0
1369,1
1370,0
1371,0
1372,0
1373,1
1374,0
1375,0
1376,0
1377,1
1378,0
1379,1
1380,0
1381,1
1382,1
1383,1
1384,1
1385,0
1386,1
1387,0
1388,1
1389,0
1390,0
1391,1
1392,0
1393,0
1394,1
1395,1
1396,1
1397,0
1398,0
1399,1
1400,0
1401,0
1402,0
1403,1
1404,1
1405,0
1406,0
1407,0
1408,1
1409,1
1410,1
1411,1
1412,0
1413,1
1414,1
1415,0
1416,0
1417,1
1418,1
1419,1
1420,0
1421,0
1422,0
1423,1
1424,1
1425,1
1426,0
1427,0
1428,1
1429,1
1430,1
1431,1
1432,1
1433,0
1434,1
1435,1
1436,0
1437,1
1438,1
1439,0
1440,0
1441,0
1442,1
1443,1
1444,0
1445,0
1446,1
1447,1
1448,0
1449,1
1450,1
1451,0
1452,1
1453,0
1454,1
1455,0
1456,0
1457,1
1458,1
1459,0
1460,0
1461,0
1462,1
1463,0
1464,0
1465,0
1466,0
1467,0
1468,0
1469,0
1470,0
1471,1
1472,1
1473,0
1474,1
1475,0
1476,0
1477,1
1478,1
1479,1
1480,1
1481,0
1482,1
1483,0
1484,0
1485,0
1486,1
1487,1
1488,1
1489,1
1490,0
1491,0
1492,1
1493,0
1494,1
1495,0
1496,0
1497,0
1498,0
1499,0
1500,0
1501,0
1502,0
1503,1
1504,1
1505,0
1506,0
1507,0
1508,1
1509,1
1510,0
1511,1
1512,1
1513,0
1514,1
1515,0
1516,1
1517,1
1518,1
1519,0
1520,1
1521,1
1522,1
1523,1
1524,0
1525,0
1526,1
1527,0
1528,0
1529,1
1530,1
1531,1
1532,0
1533,0
1534,1
1535,0
1536,0
1537,0
1538,1
1539,1
1540,0
1541,0
1542,1
1543,1
1544,0
1545,1
1546,0
1547,1
1548,0
1549,1
1550,0
1551,1
1552,1
1553,1
1554,0
1555,1
1556,0
1557,1
1558,0
1559,1
1560,1
1561,1
1562,1
1563,1
1564,0
1565,0
1566,0
1567,1
1568,0
1569,0
1570,1
1571,0
1572,1
1573,1
1574,0
1575,1
1576,1
1577,0
1578,1
1579,0
1580,0
1581,1
1582,0
1583,1
1584,1
1585,1
1586,1
1587,1
1588,1
1589,0
1590,0
1591,0
1592,1
1593,1
1594,1
1595,0
1596,0
1597,1
1598,1
1599,0
1600,1
1601,0
1602,0
1603,0
1604,0
1605,1
1606,1
1607,0
1608,1
1609,1
1610,1
1611,1
1612,1
1613,0
1614,1
1615,0
1616,1
1617,1
1618,0
1619,1
1620,0
1621,0
1622,1
1623,0
1624,0
1625,0
1626,0
1627,0
1628,1
1629,0
1630,1
1631,0
1632,1
1633,1
1634,0
1635,1
1636,0
1637,0
1638,1
1639,1
1640,1
1641,1
1642,1
1643,1
1644,1
1645,0
1646,1
1647,1
1648,1
1649,0
1650,0
1651,1
1652,0
1653,0
1654,0
1655,1
1656,0
1657,0
1658,0
1659,0
1660,1
1661,1
1662,0
1663,0
1664,1
1665,0
1666,0
1667,1
1668,0
1669,0
1670,1
1671,0
1672,1
1673,0
1674,1
1675,0
1676,0
1677,0
1678,0
1679,1
1680,1
1681,0
1682,0
1683,1
1684,1
1685,1
1686,0
1687,0
1688,0
1689,0
1690,0
1691,1
1692,0
1693,1
1694,1
1695,1
1696,1
1697,0
1698,0
1699,0
1700,1
1701,0
1702,0
1703,0
1704,0
1705,1
1706,1
1707,0
1708,0
1709,0
1710,1
1711,0
1712,0
1713,1
1714,1
1715,1
1716,0
1717,1
1718,0
1719,1
1720,0
1721,0
1722,1
1723,0
1724,0
1725,0
1726,0
1727,1
1728,1
1729,0
1730,1
1731,0
1732,1
1733,1
1734,0
1735,0
1736,0
1737,0
1738,1
1739,1
1740,0
1741,1
1742,0
1743,1
1744,1
1745,0
1746,0
1747,1
1748,1
1749,0
1750,0
1751,1
1752,0
1753,0
1754,1
1755,0
1756,1
1757,1
1758,0
1759,0
1760,1
1761,0
1762,0
1763,0
1764,0
1765,0
1766,0
1767,1
1768,0
1769,1
1770,1
1771,1
1772,1
1773,0
1774,1
1775,1
1776,1
1777,1
1778,0
1779,0
1780,1
1781,1
1782,1
1783,1
1784,0
1785,1
1786,1
1787,1
1788,1
1789,0
1790,0
1791,1
1792,1
1793,0
1794,1
1795,0
1796,1
1797,1
1798,0
1799,0
1800,0
1801,0
1802,0
1803,0
1804,1
1805,1
1806,0
1807,1
1808,1
1809,1
1810,1
1811,1
1812,1
1813,1
1814,1
1815,0
1816,0
1817,0
1818,0
1819,1
1820,1
1821,0
1822,1
1823,1
1824,0
1825,0
1826,0
1827,1
1828,0
1829,0
1830,0
1831,0
1832,1
1833,1
1834,0
1835,0
1836,1
1837,0
1838,0
1839,0
1840,0
1841,0
1842,0
1843,0
1844,1
1845,1
1846,0
1847,0
1848,1
1849,0
1850,1
1851,0
1852,1
1853,0
1854,0
1855,1
1856,1
1857,0
1858,1
1859,0
1860,0
1861,1
1862,1
1863,1
1864,0
1865,1
1866,0
1867,0
1868,1
1869,1
1870,0
1871,0
1872,0
1873,0
1874,0
1875,0
1876,0
1877,1
1878,1
1879,0
1880,1
1881,0
1882,0
1883,0
1884,0
1885,0
1886,0
1887,0
1888,1
1889,0
1890,0
1891,1
1892,1
1893,0
1894,1
1895,1
1896,0
1897,0
1898,0
1899,1
1900,0
1901,1
1902,0
1903,1
1904,1
1905,1
1906,1
1907,0
1908,0
1909,1
1910,1
1911,0
1912,0
1913,0
1914,0
1915,0
1916,0
1917,0
1918,0
1919,1
1920,0
1921,0
1922,0
1923,1
1924,1
1925,0
1926,1
1927,0
1928,1
1929,1
1930,0
1931,1
1932,0
1933,0
1934,1
1935,0
1936,0
1937,0
1938,1
1939,1
1940,1
1941,1
1942,0
1943,1
1944,0
1945,1
1946,0
1947,0
1948,0
1949,1
1950,0
1951,0
1952,0
1953,0
1954,1
1955,1
1956,1
1957,0
1958,0
1959,0
1960,1
1961,1
1962,0
1963,0
1964,1
1965,0
1966,1
1967,1
1968,1
1969,0
1970,0
1971,1
1972,0
1973,1
1974,1
1975,1
1976,1
1977,1
1978,1
1979,0
1980,1
1981,1
1982,0
1983,1
1984,0
1985,0
1986,1
1987,1
1988,1
1989,1
1990,1
1991,0
1992,0
1993,1
1994,0
1995,1
1996,1
1997,1
1998,0
1999,1
